motor info
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
0
483
483
483
483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0483
0
0.0479
0
0.0479
0
0.0479
0
0.0479
0
0.0475
0
0.0475
0
0.0471
0
0.0471
0
0.0467
0
0.0467
0
0.046
0
0.046
0
0.0452
0
0.0452
0
0.0353
0
0.0353
0
0.0223
0
0.0223
0
0.0204
0
0.0204
0
0.0181
0
0.0181
0
0.0158
0
0.0158
0
0.0139
0
0.0139
0
0.0113
0
0.0113
0
0.0093
0
0.0093
0
0.0071
0
0.0071
0
0.0048
0
0.0048
0
0.0025
0
0.0025
0
0.0002
0
0.0002
0
0.0017
0
17
0
40
0
40
0
9
0.0059
0
0.0082
0
82
0
101
0
1
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
120
0
120
0
20
0
0
0.012
0
0.012
0
0.0044
0
0.0044
0
0.0051
0
0.0051
0
0.0063
0
0.0063
0
0.0071
0
0.0071
0
0.0082
0
0.0082
0
0.009
0
0.009
0
0.0097
0
0.0097
0
0.0105
0
0.0105
0
0.0113
0
0.0113
0
0.0116
0
0.0116
0
0.012
0
0.012
0
0.0128
0
0.0128
0
0.0128
0
0.0128
0
0.0132
0
0.0132
0
0.0135
0
0.0135
0
0.0135
0
0.0135
0
0.0135
0
0.0135
0
0.0135
0
0.0135
0
0.0132
0
0.0132
0
0.0132
0
0.0132
0
0.0128
0
0.0128
0
0.0124
0
0.0124
0
0.012
0
0.012
0
0.0116
0
0.0116
0
0.0109
0
0.0109
0
0.0105
0
0.0105
0
0.0097
0
0.0097
0
0.009
0
0.009
0
0.0082
0
0.0082
0
0.0074
0
0.0074
0
0.0063
0
0.0063
0
0.0055
0
0.0055
0
0.0044
0
0.0044
0
0.0032
0
0.0032
0
0.0021
0
0.0021
0
0.001
0
0.001
0
2
0
2
0
13
0
3
0.0029
0
0.0029
0
40
0
40
0
51
0
1
0.0067
0
0.0067
0
78
0
78
0
93
0
3
0
0
0.0105
0
120
0
120
0
35
0
5
0.0147
0
0.0147
0
162
0
162
0
74
0
4
0.0189
0
0.0189
0
200
0
200
0
12
0
2
0.0227
0
0.0227
0
238
0
238
0
50
0
0
0.0349
0
0.0349
0
357
0
357
0
76
0
0
0.038
0
0.038
0
380
0
380
0
80
0
0
0.038
0
0.038
0
380
0
380
0
76
0
6
0.0376
0
0.0376
0
372
0
372
0
72
0
2
0.0368
0
0.0368
0
360
0
360
0
57
0
7
0.0353
0
0.0353
0
349
0
349
0
45
0
5
0.0341
0
0.0341
0
334
0
334
0
30
0
0
0.0326
0
0.0326
0
322
0
322
0
15
0
5
0.0311
0
0.0311
0
307
0
307
0
99
0
9
0.0296
0
0.0296
0
292
0
292
0
88
0
8
0.028
0
0.028
0
277
0
277
0
73
0
3
0.0269
0
0.0269
0
265
0
265
0
61
0
1
0.0257
0
0.0257
0
254
0
254
0
50
0
0
0.0246
0
0.0246
0
242
0
242
0
42
0
2
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
238
0
238
0
38
0
8
0.0238
0
0.0238
0
0.0071
0
0.0071
0
0.0071
0
0.0071
0
0.0067
0
0.0067
0
0.0063
0
0.0063
0
0.0059
0
0.0059
0
0.0051
0
0.0051
0
0.0044
0
0.0044
0
0.0036
0
0.0036
0
0.0029
0
0.0029
0
0.0017
0
0.0017
0
0.0002
0
0.0002
0
10
0
10
0
25
0
5
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.004
0
40
0
40
0
40
0
0
0.004
0
0.0643
0
643
0
635
0
35
0
4
0.0624
0
0.0616
0
616
0
608
0
8
0
7
0.0597
0
0.0589
0
589
0
582
0
82
0
0
0.057
0
0.0563
0
563
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
555
0
555
0
55
0
5
0.0555
0
0.0555
0
513
0
513
0
17
0
7
0.0521
0
0.0521
0
525
0
525
0
28
0
8
0.0532
0
0.0532
0
536
0
536
0
44
0
4
0.0547
0
0.0547
0
551
0
551
0
59
0
9
0.0563
0
0.0563
0
570
0
570
0
78
0
8
0.0582
0
0.0582
0
589
0
589
0
89
0
9
0.0589
0
0.0589
0
589
0
589
0
89
0
9
0.0589
0
0.0589
0
589
0
589
0
89
0
9
0.0589
0
0.0589
0
589
0
589
0
89
0
9
0.0589
0
0.0589
0
589
0
589
0
89
0
9
0.0589
0
0.0589
0
589
0
589
0
89
